exam	section	question	page	source	image	width	height
2026 9모	기하	28	11	평가원 수학/2026 9모/2026 9모 기하.pdf	평가원 수학/2026 9모/Questions/기하/2026 9모 기하 28번.png	1016	1511
2026 9모	기하	29	12	평가원 수학/2026 9모/2026 9모 기하.pdf	평가원 수학/2026 9모/Questions/기하/2026 9모 기하 29번.png	1018	1304
2026 9모	기하	30	12	평가원 수학/2026 9모/2026 9모 기하.pdf	평가원 수학/2026 9모/Questions/기하/2026 9모 기하 30번.png	1017	663
2026 6모	공통	1	1	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 01번.png	895	205
2026 6모	공통	2	1	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 02번.png	937	283
2026 6모	공통	3	1	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 03번.png	1016	276
2026 6모	공통	4	1	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 04번.png	960	464
2026 6모	공통	5	2	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 05번.png	915	224
2026 6모	공통	6	2	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 06번.png	928	275
2026 6모	공통	7	2	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 07번.png	913	368
2026 6모	공통	8	3	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 08번.png	969	330
2026 6모	공통	9	3	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 09번.png	898	414
2026 6모	공통	10	3	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 10번.png	1014	466
2026 6모	공통	11	4	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 11번.png	1014	789
2026 6모	공통	12	4	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 12번.png	1014	600
2026 6모	공통	13	5	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 13번.png	1013	1679
2026 6모	공통	14	5	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 14번.png	948	1030
2026 6모	공통	15	6	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 15번.png	1014	903
2026 6모	공통	16	6	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 16번.png	935	146
2026 6모	공통	17	6	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 17번.png	1013	147
2026 6모	공통	18	7	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 18번.png	652	132
2026 6모	공통	19	7	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 19번.png	937	147
2026 6모	공통	20	7	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 20번.png	1016	1580
2026 6모	공통	21	8	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 21번.png	1017	557
2026 6모	공통	22	8	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/공통/2026 6모 공통 22번.png	1010	601
2026 6모	확통	23	9	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/확통/2026 6모 확통 23번.png	936	235
2026 6모	확통	24	9	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/확통/2026 6모 확통 24번.png	912	407
2026 6모	확통	25	10	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/확통/2026 6모 확통 25번.png	976	179
2026 6모	확통	26	10	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/확통/2026 6모 확통 26번.png	1015	662
2026 6모	확통	27	11	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/확통/2026 6모 확통 27번.png	1012	840
2026 6모	확통	28	11	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/확통/2026 6모 확통 28번.png	1016	1276
2026 6모	확통	29	12	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/확통/2026 6모 확통 29번.png	1016	303
2026 6모	확통	30	12	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/확통/2026 6모 확통 30번.png	1017	353
2026 6모	미적	23	13	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/미적/2026 6모 미적 23번.png	914	229
2026 6모	미적	24	13	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/미적/2026 6모 미적 24번.png	940	276
2026 6모	미적	25	14	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/미적/2026 6모 미적 25번.png	898	325
2026 6모	미적	26	14	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/미적/2026 6모 미적 26번.png	947	339
2026 6모	미적	27	15	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/미적/2026 6모 미적 27번.png	1013	1103
2026 6모	미적	28	15	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/미적/2026 6모 미적 28번.png	1016	854
2026 6모	미적	29	16	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/미적/2026 6모 미적 29번.png	1017	911
2026 6모	미적	30	16	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/미적/2026 6모 미적 30번.png	1017	772
2026 6모	기하	23	17	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/기하/2026 6모 기하 23번.png	898	252
2026 6모	기하	24	17	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/기하/2026 6모 기하 24번.png	986	237
2026 6모	기하	25	18	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/기하/2026 6모 기하 25번.png	943	242
2026 6모	기하	26	18	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/기하/2026 6모 기하 26번.png	1011	447
2026 6모	기하	27	19	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/기하/2026 6모 기하 27번.png	952	377
2026 6모	기하	28	19	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/기하/2026 6모 기하 28번.png	1013	1417
2026 6모	기하	29	20	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/기하/2026 6모 기하 29번.png	1002	1182
2026 6모	기하	30	20	평가원 수학/2026 6모/2026 6모.pdf	평가원 수학/2026 6모/Questions/기하/2026 6모 기하 30번.png	976	778
2025 수능	공통	1	1	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 01번.png	895	206
2025 수능	공통	2	1	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 02번.png	949	283
2025 수능	공통	3	1	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 03번.png	898	422
2025 수능	공통	4	1	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 04번.png	960	469
2025 수능	공통	5	2	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 05번.png	988	180
2025 수능	공통	6	2	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 06번.png	898	232
2025 수능	공통	7	2	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 07번.png	913	414
2025 수능	공통	8	3	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 08번.png	898	278
2025 수능	공통	9	3	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 09번.png	898	414
2025 수능	공통	10	3	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 10번.png	960	337
2025 수능	공통	11	4	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 11번.png	960	522
2025 수능	공통	12	4	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 12번.png	928	535
2025 수능	공통	13	5	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 13번.png	1010	1463
2025 수능	공통	14	5	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 14번.png	1012	1198
2025 수능	공통	15	6	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 15번.png	1014	897
2025 수능	공통	16	6	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 16번.png	766	277
2025 수능	공통	17	6	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 17번.png	1012	147
2025 수능	공통	18	7	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 18번.png	777	332
2025 수능	공통	19	7	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 19번.png	907	378
2025 수능	공통	20	7	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 20번.png	1016	652
2025 수능	공통	21	8	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 21번.png	1017	345
2025 수능	공통	22	8	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/공통/2025 수능 공통 22번.png	1016	637
2025 수능	확통	23	9	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/확통/2025 수능 확통 23번.png	915	185
2025 수능	확통	24	9	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/확통/2025 수능 확통 24번.png	928	446
2025 수능	확통	25	10	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/확통/2025 수능 확통 25번.png	1010	411
2025 수능	확통	26	10	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/확통/2025 수능 확통 26번.png	1013	507
2025 수능	확통	27	11	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/확통/2025 수능 확통 27번.png	1016	946
2025 수능	확통	28	11	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/확통/2025 수능 확통 28번.png	1016	447
2025 수능	확통	29	12	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/확통/2025 수능 확통 29번.png	1017	771
2025 수능	확통	30	12	평가원 수학/2025 수능/2025 수능 확통.pdf	평가원 수학/2025 수능/Questions/확통/2025 수능 확통 30번.png	1017	1152
2025 수능	미적	23	9	평가원 수학/2025 수능/2025 수능 미적.pdf	평가원 수학/2025 수능/Questions/미적/2025 수능 미적 23번.png	898	229
2025 수능	미적	24	9	평가원 수학/2025 수능/2025 수능 미적.pdf	평가원 수학/2025 수능/Questions/미적/2025 수능 미적 24번.png	896	283
2025 수능	미적	25	10	평가원 수학/2025 수능/2025 수능 미적.pdf	평가원 수학/2025 수능/Questions/미적/2025 수능 미적 25번.png	898	354
2025 수능	미적	26	10	평가원 수학/2025 수능/2025 수능 미적.pdf	평가원 수학/2025 수능/Questions/미적/2025 수능 미적 26번.png	978	1119
2025 수능	미적	27	11	평가원 수학/2025 수능/2025 수능 미적.pdf	평가원 수학/2025 수능/Questions/미적/2025 수능 미적 27번.png	1016	524
2025 수능	미적	28	11	평가원 수학/2025 수능/2025 수능 미적.pdf	평가원 수학/2025 수능/Questions/미적/2025 수능 미적 28번.png	996	691
2025 수능	미적	29	12	평가원 수학/2025 수능/2025 수능 미적.pdf	평가원 수학/2025 수능/Questions/미적/2025 수능 미적 29번.png	971	575
2025 수능	미적	30	12	평가원 수학/2025 수능/2025 수능 미적.pdf	평가원 수학/2025 수능/Questions/미적/2025 수능 미적 30번.png	1017	733
2025 수능	기하	23	9	평가원 수학/2025 수능/2025 수능 기하.pdf	평가원 수학/2025 수능/Questions/기하/2025 수능 기하 23번.png	990	246
2025 수능	기하	24	9	평가원 수학/2025 수능/2025 수능 기하.pdf	평가원 수학/2025 수능/Questions/기하/2025 수능 기하 24번.png	953	236
2025 수능	기하	25	10	평가원 수학/2025 수능/2025 수능 기하.pdf	평가원 수학/2025 수능/Questions/기하/2025 수능 기하 25번.png	925	351
2025 수능	기하	26	10	평가원 수학/2025 수능/2025 수능 기하.pdf	평가원 수학/2025 수능/Questions/기하/2025 수능 기하 26번.png	913	639
2025 수능	기하	27	11	평가원 수학/2025 수능/2025 수능 기하.pdf	평가원 수학/2025 수능/Questions/기하/2025 수능 기하 27번.png	1013	1268
2025 수능	기하	28	11	평가원 수학/2025 수능/2025 수능 기하.pdf	평가원 수학/2025 수능/Questions/기하/2025 수능 기하 28번.png	1016	1161
2025 수능	기하	29	12	평가원 수학/2025 수능/2025 수능 기하.pdf	평가원 수학/2025 수능/Questions/기하/2025 수능 기하 29번.png	1010	1168
2025 수능	기하	30	12	평가원 수학/2025 수능/2025 수능 기하.pdf	평가원 수학/2025 수능/Questions/기하/2025 수능 기하 30번.png	1020	2821
2025 9모	공통	1	1	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 01번.png	949	235
2025 9모	공통	2	1	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 02번.png	960	284
2025 9모	공통	3	1	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 03번.png	914	377
2025 9모	공통	4	1	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 04번.png	898	1031
2025 9모	공통	5	2	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 05번.png	1010	180
2025 9모	공통	6	2	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 06번.png	867	436
2025 9모	공통	7	2	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 07번.png	990	503
2025 9모	공통	8	3	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 08번.png	984	237
2025 9모	공통	9	3	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 09번.png	912	455
2025 9모	공통	10	3	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 10번.png	939	555
2025 9모	공통	11	4	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 11번.png	984	490
2025 9모	공통	12	4	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 12번.png	986	541
2025 9모	공통	13	5	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 13번.png	994	780
2025 9모	공통	14	5	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 14번.png	1014	748
2025 9모	공통	15	6	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 15번.png	1014	656
2025 9모	공통	16	6	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 16번.png	766	305
2025 9모	공통	17	6	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 17번.png	1008	146
2025 9모	공통	18	7	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 18번.png	630	381
2025 9모	공통	19	7	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 19번.png	909	204
2025 9모	공통	20	7	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 20번.png	941	574
2025 9모	공통	21	8	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 21번.png	964	375
2025 9모	공통	22	8	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/공통/2025 9모 공통 22번.png	1016	641
2025 9모	확통	23	9	평가원 수학/2025 9모/2025 9모 확통.pdf	평가원 수학/2025 9모/Questions/확통/2025 9모 확통 23번.png	950	235
